ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
5.8.18.244,993,,,"[ProtocolDataType(type=socks5, port=993, tls=true, autoRead=[true]), ProtocolDataType(type=socks4, port=993, tls=true, autoRead=[true])]",,true,"CloudBS Ltd.",Moldova,MD,46.831298828125,29.468299865722656,AS202425,"PerformanceConnectData(aws_NA=EndpointServerData(ping=819, connections=ConnectionAttempts(success=134, fail=2685), uptime=4.0%, visibleIp=null), ora_UK=EndpointServerData(ping=4055, connections=ConnectionAttempts(success=16, fail=2838), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=4819, connections=ConnectionAttempts(success=155, fail=2690), uptime=5.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3937, connections=ConnectionAttempts(success=137, fail=2722), uptime=4.0%, visibleIp=null))",,"2023-04-15 02:03:32.0","2023-04-15 02:44:24.0",,,
5.8.53.7,18081,,,"[ProtocolDataType(type=https, port=18081, tls=true, autoRead=[false])]",,true,"PIN DC",Russia,RU,55.73860168457031,37.6068000793457,AS34665,"PerformanceConnectData(aws_NA=EndpointServerData(ping=707, connections=ConnectionAttempts(success=553, fail=228), uptime=70.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=768), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=4557, connections=ConnectionAttempts(success=530, fail=245), uptime=68.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2562, connections=ConnectionAttempts(success=520, fail=249), uptime=67.0%, visibleIp=5.8.53.7))",,"2023-04-15 02:49:40.0","2023-04-15 02:49:40.0",,,
5.9.118.41,8889,,,"[ProtocolDataType(type=http, port=8889, tls=true, autoRead=[false])]",,true,Hetzner,Germany,DE,51.29930114746094,9.491000175476074,AS24940,"PerformanceConnectData(aws_NA=EndpointServerData(ping=940, connections=ConnectionAttempts(success=220, fail=697), uptime=23.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=920), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=888, connections=ConnectionAttempts(success=219, fail=689), uptime=24.0%, visibleIp=null), ms_HK=EndpointServerData(ping=833, connections=ConnectionAttempts(success=201, fail=715), uptime=21.0%, visibleIp=144.48.39.27))",,"2023-04-15 02:38:46.0","2023-04-15 02:41:00.0",,,
5.9.180.204,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,"Hetzner Online GmbH",Germany,DE,51.29930114746094,9.491000175476074,AS24940,"PerformanceConnectData(aws_NA=EndpointServerData(ping=6011, connections=ConnectionAttempts(success=39, fail=168), uptime=18.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=202), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3252, connections=ConnectionAttempts(success=42, fail=148), uptime=22.0%, visibleIp=5.9.180.204), ms_HK=EndpointServerData(ping=6573, connections=ConnectionAttempts(success=34, fail=169), uptime=16.0%, visibleIp=null))",,"2023-04-15 02:24:55.0","2023-04-15 02:37:37.0",,,
5.34.74.234,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,,Kazakhstan,KZ,42.299400329589844,69.60600280761719,AS35566,"PerformanceConnectData(aws_NA=EndpointServerData(ping=528, connections=ConnectionAttempts(success=493, fail=2734), uptime=15.0%, visibleIp=5.34.74.234), ora_UK=EndpointServerData(ping=369, connections=ConnectionAttempts(success=111, fail=3098), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=782, connections=ConnectionAttempts(success=560, fail=2660), uptime=17.0%, visibleIp=null), ms_HK=EndpointServerData(ping=674, connections=ConnectionAttempts(success=451, fail=2766), uptime=14.0%, visibleIp=null))",,"2023-04-15 02:24:56.0","2023-04-15 02:42:01.0",,,
5.44.254.40,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"AjyalFi Company Information and Communication Technology LLC",Palestine,PS,31.921600341796875,35.20330047607422,AS210974,"PerformanceConnectData(aws_NA=EndpointServerData(ping=434, connections=ConnectionAttempts(success=470, fail=2756), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=275, connections=ConnectionAttempts(success=137, fail=3101), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=750, connections=ConnectionAttempts(success=488, fail=2759), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=583, connections=ConnectionAttempts(success=444, fail=2796), uptime=13.0%, visibleIp=null))",,"2023-04-15 01:55:54.0","2023-04-15 02:38:27.0",,,
5.54.186.76,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,false,"Hellas On Line S.A.",Greece,GR,37.98419952392578,23.735300064086914,AS3329,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2365, connections=ConnectionAttempts(success=17, fail=63), uptime=21.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=85), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3166, connections=ConnectionAttempts(success=15, fail=74), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3725, connections=ConnectionAttempts(success=14, fail=75), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:08:44.0","2023-04-15 02:39:27.0",,,
5.56.92.25,8090,,,"[ProtocolDataType(type=http, port=8090, tls=false, autoRead=null)]",,true,"JSC Moldtelecom S.A.",Moldova,MD,47.141998291015625,28.870399475097656,AS8926,"PerformanceConnectData(aws_NA=EndpointServerData(ping=372, connections=ConnectionAttempts(success=147, fail=754), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=905), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=706, connections=ConnectionAttempts(success=162, fail=717), uptime=18.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1506, connections=ConnectionAttempts(success=153, fail=764), uptime=16.0%, visibleIp=null))",,"2023-04-15 02:25:19.0","2023-04-15 02:49:36.0",,,
5.56.124.176,8192,,,"[ProtocolDataType(type=socks5, port=8192, tls=true, autoRead=[true])]",,true,"JSC Moldtelecom S.A.",Moldova,MD,47.00419998168945,28.85740089416504,AS8926,"PerformanceConnectData(aws_NA=EndpointServerData(ping=465, connections=ConnectionAttempts(success=253, fail=549), uptime=31.0%, visibleIp=5.56.124.176), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=815), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=752, connections=ConnectionAttempts(success=253, fail=549), uptime=31.0%, visibleIp=null), ms_HK=EndpointServerData(ping=663, connections=ConnectionAttempts(success=245, fail=560), uptime=30.0%, visibleIp=null))",,"2023-04-15 02:40:50.0","2023-04-15 02:48:29.0",,,
5.58.47.25,3629,,,"[ProtocolDataType(type=socks4, port=3629, tls=true, autoRead=[false])]",,true,"Lanet Network Ltd",Ukraine,UA,49.554298400878906,25.60810089111328,AS16223,"PerformanceConnectData(aws_NA=EndpointServerData(ping=345, connections=ConnectionAttempts(success=775, fail=2427), uptime=24.0%, visibleIp=null), ora_UK=EndpointServerData(ping=186, connections=ConnectionAttempts(success=177, fail=3033), uptime=5.0%, visibleIp=null), ora_JP=EndpointServerData(ping=635, connections=ConnectionAttempts(success=931, fail=2306), uptime=28.0%, visibleIp=5.58.47.25), ms_HK=EndpointServerData(ping=515, connections=ConnectionAttempts(success=836, fail=2360), uptime=26.0%, visibleIp=null))",,"2023-04-15 02:28:09.0","2023-04-15 02:38:36.0",,,
5.75.144.136,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,Hetzner,Germany,DE,51.29930114746094,9.491000175476074,AS24940,"PerformanceConnectData(aws_NA=EndpointServerData(ping=230, connections=ConnectionAttempts(success=23, fail=308), uptime=6.0%, visibleIp=5.75.144.136), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=310), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=496, connections=ConnectionAttempts(success=25, fail=288), uptime=7.0%, visibleIp=5.75.144.136), ms_HK=EndpointServerData(ping=449, connections=ConnectionAttempts(success=27, fail=296), uptime=8.0%, visibleIp=5.75.144.136))",,"2023-04-15 02:46:08.0","2023-04-15 02:46:08.0",,,
5.78.40.148,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=464, connections=ConnectionAttempts(success=34, fail=2133), uptime=1.0%, visibleIp=5.78.40.148), ora_UK=EndpointServerData(ping=609, connections=ConnectionAttempts(success=20, fail=2136), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=497, connections=ConnectionAttempts(success=32, fail=2114), uptime=1.0%, visibleIp=5.78.40.148), ms_HK=EndpointServerData(ping=603, connections=ConnectionAttempts(success=34, fail=2142), uptime=1.0%, visibleIp=5.78.40.148))",,"2023-04-15 02:40:09.0","2023-04-15 02:40:09.0",,,
5.78.42.62,50001,,,"[ProtocolDataType(type=https, port=50001, tls=false, autoRead=null)]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=507, connections=ConnectionAttempts(success=51, fail=194), uptime=20.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=251), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=813, connections=ConnectionAttempts(success=59, fail=195), uptime=23.0%, visibleIp=null), ms_HK=EndpointServerData(ping=916, connections=ConnectionAttempts(success=46, fail=198), uptime=18.0%, visibleIp=null))",,"2023-04-15 02:00:19.0","2023-04-15 02:43:37.0",,,
5.78.42.170,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=449, connections=ConnectionAttempts(success=22, fail=817), uptime=2.0%, visibleIp=5.78.42.170), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=803), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=500, connections=ConnectionAttempts(success=19, fail=801), uptime=2.0%, visibleIp=5.78.42.170), ms_HK=EndpointServerData(ping=607, connections=ConnectionAttempts(success=17, fail=797), uptime=2.0%, visibleIp=5.78.42.170))",,"2023-04-15 02:27:21.0","2023-04-15 02:27:21.0",,,
5.78.45.181,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=452, connections=ConnectionAttempts(success=44, fail=779), uptime=5.0%, visibleIp=5.78.45.181), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=810), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=478, connections=ConnectionAttempts(success=44, fail=759), uptime=5.0%, visibleIp=5.78.45.181), ms_HK=EndpointServerData(ping=562, connections=ConnectionAttempts(success=40, fail=764), uptime=4.0%, visibleIp=5.78.45.181))",,"2023-04-15 02:36:34.0","2023-04-15 02:36:34.0",,,
5.78.65.102,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=453, connections=ConnectionAttempts(success=10, fail=39), uptime=20.0%, visibleIp=5.78.65.102), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=46), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=505, connections=ConnectionAttempts(success=16, fail=39), uptime=29.0%, visibleIp=5.78.65.102), ms_HK=EndpointServerData(ping=582, connections=ConnectionAttempts(success=16, fail=43), uptime=27.0%, visibleIp=5.78.65.102))",,"2023-04-15 02:20:06.0","2023-04-15 02:20:06.0",,,
5.78.65.154,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=464, connections=ConnectionAttempts(success=81, fail=274), uptime=22.0%, visibleIp=5.78.65.154), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=351), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=532, connections=ConnectionAttempts(success=78, fail=283), uptime=21.0%, visibleIp=5.78.65.154), ms_HK=EndpointServerData(ping=604, connections=ConnectionAttempts(success=79, fail=258), uptime=23.0%, visibleIp=5.78.65.154))",,"2023-04-15 02:46:31.0","2023-04-15 02:48:40.0",,,
5.78.66.187,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,false,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=433, connections=ConnectionAttempts(success=36, fail=876), uptime=3.0%, visibleIp=5.78.66.187), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=891), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=496, connections=ConnectionAttempts(success=36, fail=874), uptime=3.0%, visibleIp=5.78.66.187), ms_HK=EndpointServerData(ping=636, connections=ConnectionAttempts(success=37, fail=886), uptime=4.0%, visibleIp=5.78.66.187))",,"2023-04-15 02:48:41.0","2023-04-15 02:48:41.0",,,
5.78.67.98,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=435, connections=ConnectionAttempts(success=58, fail=190), uptime=23.0%, visibleIp=5.78.67.98), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=254), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=488, connections=ConnectionAttempts(success=61, fail=187), uptime=24.0%, visibleIp=5.78.67.98), ms_HK=EndpointServerData(ping=592, connections=ConnectionAttempts(success=53, fail=192), uptime=21.0%, visibleIp=5.78.67.98))",,"2023-04-15 02:42:22.0","2023-04-15 02:42:22.0",,,
5.78.74.216,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=436, connections=ConnectionAttempts(success=28, fail=793), uptime=3.0%, visibleIp=5.78.74.216), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=805), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=471, connections=ConnectionAttempts(success=29, fail=796), uptime=3.0%, visibleIp=5.78.74.216), ms_HK=EndpointServerData(ping=606, connections=ConnectionAttempts(success=22, fail=803), uptime=2.0%, visibleIp=5.78.74.216))",,"2023-04-15 02:49:37.0","2023-04-15 02:49:37.0",,,
5.78.77.53,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=458, connections=ConnectionAttempts(success=27, fail=797), uptime=3.0%, visibleIp=5.78.77.53), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=815), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=481, connections=ConnectionAttempts(success=24, fail=787), uptime=2.0%, visibleIp=5.78.77.53), ms_HK=EndpointServerData(ping=560, connections=ConnectionAttempts(success=26, fail=790), uptime=3.0%, visibleIp=5.78.77.53))",,"2023-04-15 02:49:52.0","2023-04-15 02:49:52.0",,,
5.78.77.147,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=478, connections=ConnectionAttempts(success=72, fail=255), uptime=22.0%, visibleIp=5.78.77.147), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=329), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=501, connections=ConnectionAttempts(success=71, fail=255), uptime=21.0%, visibleIp=5.78.77.147), ms_HK=EndpointServerData(ping=623, connections=ConnectionAttempts(success=78, fail=245), uptime=24.0%, visibleIp=5.78.77.147))",,"2023-04-15 02:34:14.0","2023-04-15 02:34:14.0",,,
5.78.78.180,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=447, connections=ConnectionAttempts(success=455, fail=1435), uptime=24.0%, visibleIp=5.78.78.180), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1916), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=466, connections=ConnectionAttempts(success=474, fail=1421), uptime=25.0%, visibleIp=5.78.78.180), ms_HK=EndpointServerData(ping=663, connections=ConnectionAttempts(success=454, fail=1473), uptime=23.0%, visibleIp=5.78.78.180))",,"2023-04-15 02:42:22.0","2023-04-15 02:42:22.0",,,
5.78.79.86,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[true])]",,false,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=476, connections=ConnectionAttempts(success=501, fail=1237), uptime=28.0%, visibleIp=5.78.79.86), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1712), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=504, connections=ConnectionAttempts(success=503, fail=1202), uptime=29.0%, visibleIp=5.78.79.86), ms_HK=EndpointServerData(ping=606, connections=ConnectionAttempts(success=490, fail=1236), uptime=28.0%, visibleIp=5.78.79.86))",,"2023-04-15 02:41:06.0","2023-04-15 02:41:06.0",,,
5.78.79.113,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,HETZNER-DC,"United States",US,45.524200439453125,-122.66840362548828,AS212317,"PerformanceConnectData(aws_NA=EndpointServerData(ping=468, connections=ConnectionAttempts(success=26, fail=792), uptime=3.0%, visibleIp=5.78.79.113), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=801), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=464, connections=ConnectionAttempts(success=24, fail=788), uptime=2.0%, visibleIp=5.78.79.113), ms_HK=EndpointServerData(ping=561, connections=ConnectionAttempts(success=26, fail=786), uptime=3.0%, visibleIp=5.78.79.113))",,"2023-04-15 02:24:51.0","2023-04-15 02:31:28.0",,,
